RMSE: 0.276526
generatedErrors : 2294
Accuracy :Accuracy :92.35333333333334%
Expected=6000650, Predicted=6000650 (err=0)
Expected=4000232, Predicted=4000232 (err=0)
Expected=6897851, Predicted=6897851 (err=0)
Expected=4633185, Predicted=4633185 (err=0)
Expected=618434, Predicted=618434 (err=0)
Expected=8643422, Predicted=8643422 (err=0)
Expected=9182218, Predicted=9182218 (err=0)
Expected=4357551, Predicted=4357551 (err=0)
Expected=6980780, Predicted=6980780 (err=0)
Expected=5373378, Predicted=5373378 (err=0)
Expected=1743672, Predicted=1743672 (err=0)
Expected=5595123, Predicted=5595123 (err=0)
Expected=2583199, Predicted=2583199 (err=0)
Expected=6555773, Predicted=6555773 (err=0)
Expected=7090481, Predicted=7090481 (err=0)
Expected=5256389, Predicted=5256389 (err=0)
Expected=5870430, Predicted=5870430 (err=0)
Expected=9202310, Predicted=9202310 (err=0)
Expected=9874709, Predicted=9874709 (err=0)
Expected=6195224, Predicted=6195224 (err=0)
Expected=9651874, Predicted=9651873 (err=1)
Expected=47251, Predicted=47251 (err=0)
Expected=4999117, Predicted=4999117 (err=0)
Expected=5837252, Predicted=5837252 (err=0)
Expected=3504136, Predicted=3504136 (err=0)
Expected=1594931, Predicted=1594931 (err=0)
Expected=4742187, Predicted=4742187 (err=0)
Expected=1733125, Predicted=1733125 (err=0)
Expected=7784871, Predicted=7784871 (err=0)
Expected=5760534, Predicted=5760534 (err=0)
Expected=5485040, Predicted=5485040 (err=0)
Expected=6504871, Predicted=6504871 (err=0)
Expected=1376221, Predicted=1376221 (err=0)
Expected=9469453, Predicted=9469453 (err=0)
Expected=7518817, Predicted=7518817 (err=0)
Expected=1490293, Predicted=1490293 (err=0)
Expected=1664580, Predicted=1664580 (err=0)
Expected=9964812, Predicted=9964811 (err=1)
Expected=4116172, Predicted=4116172 (err=0)
Expected=5399414, Predicted=5399414 (err=0)
Expected=5521763, Predicted=5521763 (err=0)
Expected=8199011, Predicted=8199011 (err=0)
Expected=3539949, Predicted=3539949 (err=0)
Expected=5608724, Predicted=5608724 (err=0)
Expected=8208858, Predicted=8208858 (err=0)
Expected=4731601, Predicted=4731601 (err=0)
Expected=9888673, Predicted=9888672 (err=1)
Expected=3659403, Predicted=3659403 (err=0)
Expected=6606959, Predicted=6606959 (err=0)
Expected=944936, Predicted=944936 (err=0)
Expected=5122103, Predicted=5122103 (err=0)
Expected=7112682, Predicted=7112682 (err=0)
Expected=2907334, Predicted=2907334 (err=0)
Expected=5853876, Predicted=5853876 (err=0)
Expected=8923573, Predicted=8923573 (err=0)
Expected=8959872, Predicted=8959873 (err=-1)
Expected=2788423, Predicted=2788423 (err=0)
Expected=4552375, Predicted=4552375 (err=0)
Expected=978368, Predicted=978368 (err=0)
Expected=9392055, Predicted=9392055 (err=0)
Expected=8427601, Predicted=8427601 (err=0)
Expected=7817932, Predicted=7817932 (err=0)
Expected=1573176, Predicted=1573176 (err=0)
Expected=1892621, Predicted=1892621 (err=0)
Expected=4262239, Predicted=4262239 (err=0)
Expected=8837955, Predicted=8837956 (err=-1)
Expected=923378, Predicted=923378 (err=0)
Expected=1471348, Predicted=1471348 (err=0)
Expected=7211127, Predicted=7211127 (err=0)
Expected=8742631, Predicted=8742631 (err=0)
Expected=6442579, Predicted=6442579 (err=0)
Expected=3609981, Predicted=3609981 (err=0)
Expected=7353383, Predicted=7353383 (err=0)
Expected=5125336, Predicted=5125336 (err=0)
Expected=1929247, Predicted=1929247 (err=0)
Expected=1305751, Predicted=1305751 (err=0)
Expected=6915353, Predicted=6915353 (err=0)
Expected=5428924, Predicted=5428924 (err=0)
Expected=2292620, Predicted=2292620 (err=0)
Expected=1798442, Predicted=1798442 (err=0)
Expected=6287860, Predicted=6287860 (err=0)
Expected=7168525, Predicted=7168525 (err=0)
Expected=4302355, Predicted=4302355 (err=0)
Expected=517952, Predicted=517952 (err=0)
Expected=566950, Predicted=566950 (err=0)
Expected=3633875, Predicted=3633875 (err=0)
Expected=1893014, Predicted=1893014 (err=0)
Expected=6838278, Predicted=6838278 (err=0)
Expected=2814139, Predicted=2814139 (err=0)
Expected=384752, Predicted=384752 (err=0)
Expected=8061926, Predicted=8061926 (err=0)
Expected=421328, Predicted=421328 (err=0)
Expected=2542701, Predicted=2542701 (err=0)
Expected=4740424, Predicted=4740424 (err=0)
Expected=5464676, Predicted=5464676 (err=0)
Expected=7939965, Predicted=7939965 (err=0)
Expected=4934794, Predicted=4934794 (err=0)
Expected=4687629, Predicted=4687629 (err=0)
Expected=8726229, Predicted=8726229 (err=0)
Expected=5438964, Predicted=5438964 (err=0)
Expected=9659776, Predicted=9659775 (err=1)
Expected=9505243, Predicted=9505242 (err=1)
Expected=6312758, Predicted=6312758 (err=0)
Expected=4800124, Predicted=4800124 (err=0)
Expected=3419576, Predicted=3419576 (err=0)
Expected=6632187, Predicted=6632187 (err=0)
Expected=6576700, Predicted=6576700 (err=0)
Expected=1321463, Predicted=1321463 (err=0)
Expected=7846549, Predicted=7846549 (err=0)
Expected=6155271, Predicted=6155271 (err=0)
Expected=9928383, Predicted=9928383 (err=0)
Expected=7820722, Predicted=7820722 (err=0)
Expected=3977546, Predicted=3977546 (err=0)
Expected=7085583, Predicted=7085583 (err=0)
Expected=6982511, Predicted=6982511 (err=0)
Expected=6667713, Predicted=6667713 (err=0)
Expected=1441303, Predicted=1441303 (err=0)
Expected=3084219, Predicted=3084219 (err=0)
Expected=5070142, Predicted=5070142 (err=0)
Expected=4162171, Predicted=4162171 (err=0)
Expected=8181642, Predicted=8181642 (err=0)
Expected=2609182, Predicted=2609182 (err=0)
Expected=8353912, Predicted=8353912 (err=0)
Expected=1288882, Predicted=1288882 (err=0)
Expected=1713095, Predicted=1713095 (err=0)
Expected=9482436, Predicted=9482436 (err=0)
Expected=6069939, Predicted=6069939 (err=0)
Expected=2853071, Predicted=2853071 (err=0)
Expected=7793934, Predicted=7793934 (err=0)
Expected=3639362, Predicted=3639362 (err=0)
Expected=5417326, Predicted=5417326 (err=0)
Expected=2828352, Predicted=2828352 (err=0)
Expected=8576916, Predicted=8576916 (err=0)
Expected=99386, Predicted=99386 (err=0)
Expected=1420981, Predicted=1420981 (err=0)
Expected=4362198, Predicted=4362198 (err=0)
Expected=9465435, Predicted=9465435 (err=0)
Expected=2766708, Predicted=2766708 (err=0)
Expected=1817325, Predicted=1817325 (err=0)
Expected=5112169, Predicted=5112169 (err=0)
Expected=3963163, Predicted=3963163 (err=0)
Expected=1870941, Predicted=1870941 (err=0)
Expected=6801744, Predicted=6801744 (err=0)
Expected=7699556, Predicted=7699556 (err=0)
Expected=935062, Predicted=935062 (err=0)
Expected=7467345, Predicted=7467345 (err=0)
Expected=9577850, Predicted=9577850 (err=0)
Expected=2256497, Predicted=2256497 (err=0)
Expected=2506746, Predicted=2506746 (err=0)
Expected=8431022, Predicted=8431022 (err=0)
Expected=9210311, Predicted=9210312 (err=-1)
Expected=1100747, Predicted=1100747 (err=0)
Expected=7247577, Predicted=7247577 (err=0)
Expected=6680502, Predicted=6680502 (err=0)
Expected=4024095, Predicted=4024095 (err=0)
Expected=635383, Predicted=635383 (err=0)
Expected=7747289, Predicted=7747289 (err=0)
Expected=1792011, Predicted=1792011 (err=0)
Expected=9641140, Predicted=9641140 (err=0)
Expected=7536435, Predicted=7536435 (err=0)
Expected=9980366, Predicted=9980366 (err=0)
Expected=8776378, Predicted=8776378 (err=0)
Expected=2215543, Predicted=2215543 (err=0)
Expected=8006450, Predicted=8006450 (err=0)
Expected=9601742, Predicted=9601741 (err=1)
Expected=243726, Predicted=243726 (err=0)
Expected=5025885, Predicted=5025885 (err=0)
Expected=5059657, Predicted=5059657 (err=0)
Expected=4501301, Predicted=4501301 (err=0)
Expected=5881716, Predicted=5881716 (err=0)
Expected=7373591, Predicted=7373591 (err=0)
Expected=4195860, Predicted=4195860 (err=0)
Expected=3669551, Predicted=3669551 (err=0)
Expected=5011547, Predicted=5011547 (err=0)
Expected=678773, Predicted=678773 (err=0)
Expected=5697020, Predicted=5697020 (err=0)
Expected=2435179, Predicted=2435179 (err=0)
Expected=543405, Predicted=543405 (err=0)
Expected=7446652, Predicted=7446652 (err=0)
Expected=4324418, Predicted=4324418 (err=0)
Expected=8228602, Predicted=8228602 (err=0)
Expected=5407784, Predicted=5407784 (err=0)
Expected=3341475, Predicted=3341475 (err=0)
Expected=4999692, Predicted=4999692 (err=0)
Expected=885438, Predicted=885438 (err=0)
Expected=3164818, Predicted=3164818 (err=0)
Expected=6217783, Predicted=6217783 (err=0)
Expected=2628666, Predicted=2628666 (err=0)
Expected=1789812, Predicted=1789812 (err=0)
Expected=695063, Predicted=695063 (err=0)
Expected=4152770, Predicted=4152770 (err=0)
Expected=370986, Predicted=370986 (err=0)
Expected=6137974, Predicted=6137974 (err=0)
Expected=9825786, Predicted=9825785 (err=1)
Expected=5317782, Predicted=5317782 (err=0)
Expected=7171546, Predicted=7171546 (err=0)
Expected=7273651, Predicted=7273651 (err=0)
Expected=8366182, Predicted=8366182 (err=0)
Expected=8764522, Predicted=8764522 (err=0)
Expected=576524, Predicted=576524 (err=0)
Expected=5001098, Predicted=5001098 (err=0)
Expected=7962154, Predicted=7962154 (err=0)
Expected=1345575, Predicted=1345575 (err=0)
Expected=6914852, Predicted=6914852 (err=0)
Expected=7622712, Predicted=7622712 (err=0)
Expected=6416169, Predicted=6416169 (err=0)
Expected=7669678, Predicted=7669678 (err=0)
Expected=7345427, Predicted=7345427 (err=0)
Expected=8115129, Predicted=8115129 (err=0)
Expected=9405023, Predicted=9405022 (err=1)
Expected=3530571, Predicted=3530571 (err=0)
Expected=8194509, Predicted=8194509 (err=0)
Expected=9527497, Predicted=9527497 (err=0)
Expected=1096699, Predicted=1096699 (err=0)
Expected=4087827, Predicted=4087827 (err=0)
Expected=8773112, Predicted=8773112 (err=0)
Expected=8431425, Predicted=8431425 (err=0)
Expected=2384060, Predicted=2384060 (err=0)
Expected=4864020, Predicted=4864020 (err=0)
Expected=3687937, Predicted=3687937 (err=0)
Expected=5468035, Predicted=5468035 (err=0)
Expected=9108143, Predicted=9108143 (err=0)
Expected=5229691, Predicted=5229691 (err=0)
Expected=538060, Predicted=538060 (err=0)
Expected=3666962, Predicted=3666962 (err=0)
Expected=89859, Predicted=89859 (err=0)
Expected=109570, Predicted=109570 (err=0)
Expected=4176455, Predicted=4176455 (err=0)
Expected=72183, Predicted=72183 (err=0)
Expected=9297511, Predicted=9297512 (err=-1)
Expected=4842084, Predicted=4842084 (err=0)
Expected=5747373, Predicted=5747373 (err=0)
Expected=5601509, Predicted=5601509 (err=0)
Expected=6684705, Predicted=6684705 (err=0)
Expected=3059586, Predicted=3059586 (err=0)
Expected=499740, Predicted=499740 (err=0)
Expected=1079358, Predicted=1079358 (err=0)
Expected=2703157, Predicted=2703157 (err=0)
Expected=438244, Predicted=438244 (err=0)
Expected=3564555, Predicted=3564555 (err=0)
Expected=9676974, Predicted=9676973 (err=1)
Expected=4530150, Predicted=4530150 (err=0)
Expected=2173166, Predicted=2173166 (err=0)
Expected=3195625, Predicted=3195625 (err=0)
Expected=4597680, Predicted=4597680 (err=0)
Expected=342975, Predicted=342975 (err=0)
Expected=7809285, Predicted=7809285 (err=0)
Expected=4589319, Predicted=4589319 (err=0)
Expected=4860967, Predicted=4860967 (err=0)
Expected=1599081, Predicted=1599081 (err=0)
Expected=5193330, Predicted=5193330 (err=0)
Expected=1807426, Predicted=1807426 (err=0)
Expected=5119312, Predicted=5119312 (err=0)
Expected=2978766, Predicted=2978766 (err=0)
Expected=6073869, Predicted=6073869 (err=0)
Expected=2325548, Predicted=2325548 (err=0)
Expected=5267190, Predicted=5267190 (err=0)
Expected=9920742, Predicted=9920742 (err=0)
Expected=5861917, Predicted=5861917 (err=0)
Expected=9249418, Predicted=9249418 (err=0)
Expected=2169297, Predicted=2169297 (err=0)
Expected=2237496, Predicted=2237496 (err=0)
Expected=371041, Predicted=371041 (err=0)
Expected=8327609, Predicted=8327609 (err=0)
Expected=1386518, Predicted=1386518 (err=0)
Expected=8235286, Predicted=8235286 (err=0)
Expected=3369053, Predicted=3369053 (err=0)
Expected=3265837, Predicted=3265837 (err=0)
Expected=6734641, Predicted=6734641 (err=0)
Expected=9743747, Predicted=9743747 (err=0)
Expected=3316664, Predicted=3316664 (err=0)
Expected=205374, Predicted=205374 (err=0)
Expected=4495084, Predicted=4495084 (err=0)
Expected=2392438, Predicted=2392438 (err=0)
Expected=7595343, Predicted=7595343 (err=0)
Expected=7139551, Predicted=7139551 (err=0)
Expected=839789, Predicted=839789 (err=0)
Expected=9361558, Predicted=9361557 (err=1)
Expected=5261658, Predicted=5261658 (err=0)
Expected=5513517, Predicted=5513517 (err=0)
Expected=9781001, Predicted=9781001 (err=0)
Expected=3208037, Predicted=3208037 (err=0)
Expected=8920771, Predicted=8920771 (err=0)
Expected=1658769, Predicted=1658769 (err=0)
Expected=639732, Predicted=639732 (err=0)
Expected=538291, Predicted=538291 (err=0)
Expected=459232, Predicted=459232 (err=0)
Expected=3953354, Predicted=3953354 (err=0)
Expected=3887304, Predicted=3887304 (err=0)
Expected=2810681, Predicted=2810681 (err=0)
Expected=9484347, Predicted=9484347 (err=0)
Expected=8519360, Predicted=8519360 (err=0)
Expected=2744979, Predicted=2744979 (err=0)
Expected=2889019, Predicted=2889019 (err=0)
Expected=2060029, Predicted=2060029 (err=0)
Expected=5847252, Predicted=5847252 (err=0)
Expected=5324139, Predicted=5324139 (err=0)
Expected=6936568, Predicted=6936568 (err=0)
Expected=5483687, Predicted=5483687 (err=0)
Expected=4374108, Predicted=4374108 (err=0)
Expected=4082681, Predicted=4082681 (err=0)
Expected=8422688, Predicted=8422688 (err=0)
Expected=9211624, Predicted=9211625 (err=-1)
Expected=5937622, Predicted=5937622 (err=0)
Expected=1130021, Predicted=1130021 (err=0)
Expected=9973124, Predicted=9973124 (err=0)
Expected=8350119, Predicted=8350119 (err=0)
Expected=7940433, Predicted=7940433 (err=0)
Expected=7195483, Predicted=7195483 (err=0)
Expected=6912504, Predicted=6912504 (err=0)
Expected=4122916, Predicted=4122916 (err=0)
Expected=7820938, Predicted=7820938 (err=0)
Expected=9529540, Predicted=9529539 (err=1)
Expected=5041807, Predicted=5041807 (err=0)
Expected=2165046, Predicted=2165046 (err=0)
Expected=3322121, Predicted=3322121 (err=0)
Expected=4687267, Predicted=4687267 (err=0)
Expected=7767659, Predicted=7767659 (err=0)
Expected=1058679, Predicted=1058679 (err=0)
Expected=368844, Predicted=368844 (err=0)
Expected=5765450, Predicted=5765450 (err=0)
Expected=6083231, Predicted=6083231 (err=0)
Expected=7413204, Predicted=7413204 (err=0)
Expected=5910665, Predicted=5910665 (err=0)
Expected=4447864, Predicted=4447864 (err=0)
Expected=5929000, Predicted=5929000 (err=0)
Expected=5616961, Predicted=5616961 (err=0)
Expected=6134392, Predicted=6134392 (err=0)
Expected=1861829, Predicted=1861829 (err=0)
Expected=7761931, Predicted=7761931 (err=0)
Expected=3210897, Predicted=3210897 (err=0)
Expected=6694002, Predicted=6694002 (err=0)
Expected=4363101, Predicted=4363101 (err=0)
Expected=5529084, Predicted=5529084 (err=0)
Expected=4827579, Predicted=4827579 (err=0)
Expected=9443221, Predicted=9443220 (err=1)
Expected=9886250, Predicted=9886249 (err=1)
Expected=5275457, Predicted=5275457 (err=0)
Expected=4148706, Predicted=4148706 (err=0)
Expected=8916913, Predicted=8916914 (err=-1)
Expected=3284181, Predicted=3284181 (err=0)
Expected=3301182, Predicted=3301182 (err=0)
Expected=1658629, Predicted=1658629 (err=0)
Expected=7653029, Predicted=7653029 (err=0)
Expected=1325159, Predicted=1325159 (err=0)
Expected=3971697, Predicted=3971697 (err=0)
Expected=294781, Predicted=294781 (err=0)
Expected=9150362, Predicted=9150363 (err=-1)
Expected=6567134, Predicted=6567134 (err=0)
Expected=8225666, Predicted=8225666 (err=0)
Expected=4943348, Predicted=4943348 (err=0)
Expected=5419291, Predicted=5419291 (err=0)
Expected=6411781, Predicted=6411781 (err=0)
Expected=8632466, Predicted=8632466 (err=0)
Expected=2402979, Predicted=2402979 (err=0)
Expected=4795742, Predicted=4795742 (err=0)
Expected=3995377, Predicted=3995377 (err=0)
Expected=2675838, Predicted=2675838 (err=0)
Expected=3871700, Predicted=3871700 (err=0)
Expected=7243282, Predicted=7243282 (err=0)
Expected=587381, Predicted=587381 (err=0)
Expected=9618348, Predicted=9618347 (err=1)
Expected=2691929, Predicted=2691929 (err=0)
Expected=9726841, Predicted=9726840 (err=1)
Expected=5762949, Predicted=5762949 (err=0)
Expected=515345, Predicted=515345 (err=0)
Expected=5012772, Predicted=5012772 (err=0)
Expected=1015498, Predicted=1015498 (err=0)
Expected=410497, Predicted=410497 (err=0)
Expected=2894795, Predicted=2894795 (err=0)
Expected=2556565, Predicted=2556565 (err=0)
Expected=1858115, Predicted=1858115 (err=0)
Expected=1687568, Predicted=1687568 (err=0)
Expected=2097350, Predicted=2097350 (err=0)
Expected=9471162, Predicted=9471161 (err=1)
Expected=8251717, Predicted=8251717 (err=0)
Expected=1095575, Predicted=1095575 (err=0)
Expected=1791371, Predicted=1791371 (err=0)
Expected=4908221, Predicted=4908221 (err=0)
Expected=8380136, Predicted=8380136 (err=0)
Expected=6426597, Predicted=6426597 (err=0)
Expected=9301706, Predicted=9301705 (err=1)
Expected=80979, Predicted=80979 (err=0)
Expected=3048766, Predicted=3048766 (err=0)
Expected=8393258, Predicted=8393258 (err=0)
Expected=4220480, Predicted=4220480 (err=0)
Expected=5320870, Predicted=5320870 (err=0)
Expected=9996865, Predicted=9996864 (err=1)
Expected=7320569, Predicted=7320569 (err=0)
Expected=5938223, Predicted=5938223 (err=0)
Expected=3870655, Predicted=3870655 (err=0)
Expected=2435933, Predicted=2435933 (err=0)
Expected=3067853, Predicted=3067853 (err=0)
Expected=2013915, Predicted=2013915 (err=0)
Expected=1364408, Predicted=1364408 (err=0)
Expected=7592725, Predicted=7592725 (err=0)
Expected=4944509, Predicted=4944509 (err=0)
Expected=6122222, Predicted=6122222 (err=0)
Expected=3234249, Predicted=3234249 (err=0)
Expected=9790990, Predicted=9790990 (err=0)
Expected=7084655, Predicted=7084655 (err=0)
Expected=2522438, Predicted=2522438 (err=0)
Expected=2958410, Predicted=2958410 (err=0)
Expected=911011, Predicted=911011 (err=0)
Expected=4805777, Predicted=4805777 (err=0)
Expected=2510349, Predicted=2510349 (err=0)
Expected=2781003, Predicted=2781003 (err=0)
Expected=8180262, Predicted=8180262 (err=0)
Expected=8684639, Predicted=8684639 (err=0)
Expected=7219420, Predicted=7219420 (err=0)
Expected=2154497, Predicted=2154497 (err=0)
Expected=2973419, Predicted=2973419 (err=0)
Expected=2151511, Predicted=2151511 (err=0)
Expected=970880, Predicted=970880 (err=0)
Expected=3828798, Predicted=3828798 (err=0)
Expected=4432521, Predicted=4432521 (err=0)
Expected=9959273, Predicted=9959272 (err=1)
Expected=8855061, Predicted=8855062 (err=-1)
Expected=702702, Predicted=702702 (err=0)
Expected=2919061, Predicted=2919061 (err=0)
Expected=6840527, Predicted=6840527 (err=0)
Expected=5549432, Predicted=5549432 (err=0)
Expected=6701914, Predicted=6701914 (err=0)
Expected=6029307, Predicted=6029307 (err=0)
Expected=4056389, Predicted=4056389 (err=0)
Expected=7311281, Predicted=7311281 (err=0)
Expected=1244704, Predicted=1244704 (err=0)
Expected=2453950, Predicted=2453950 (err=0)
Expected=6716564, Predicted=6716564 (err=0)
Expected=1174550, Predicted=1174550 (err=0)
Expected=7632235, Predicted=7632235 (err=0)
Expected=2260999, Predicted=2260999 (err=0)
Expected=1219627, Predicted=1219627 (err=0)
Expected=5224572, Predicted=5224572 (err=0)
Expected=3193794, Predicted=3193794 (err=0)
Expected=4442642, Predicted=4442642 (err=0)
Expected=6851665, Predicted=6851665 (err=0)
Expected=6898692, Predicted=6898692 (err=0)
Expected=6459978, Predicted=6459978 (err=0)
Expected=4045388, Predicted=4045388 (err=0)
Expected=2515956, Predicted=2515956 (err=0)
Expected=7023892, Predicted=7023892 (err=0)
Expected=8804983, Predicted=8804983 (err=0)
Expected=2803257, Predicted=2803257 (err=0)
Expected=7299816, Predicted=7299816 (err=0)
Expected=8759807, Predicted=8759807 (err=0)
Expected=4404487, Predicted=4404487 (err=0)
Expected=3461889, Predicted=3461889 (err=0)
Expected=8598471, Predicted=8598471 (err=0)
Expected=8827939, Predicted=8827940 (err=-1)
Expected=2268545, Predicted=2268545 (err=0)
Expected=4828365, Predicted=4828365 (err=0)
Expected=9947031, Predicted=9947031 (err=0)
Expected=9431117, Predicted=9431117 (err=0)
Expected=6376469, Predicted=6376469 (err=0)
Expected=6363044, Predicted=6363044 (err=0)
Expected=4503971, Predicted=4503971 (err=0)
Expected=4217121, Predicted=4217121 (err=0)
Expected=8843072, Predicted=8843073 (err=-1)
Expected=1492342, Predicted=1492342 (err=0)
Expected=3067587, Predicted=3067587 (err=0)
Expected=1348291, Predicted=1348291 (err=0)
Expected=7506777, Predicted=7506777 (err=0)
Expected=2182568, Predicted=2182568 (err=0)
Expected=8509274, Predicted=8509274 (err=0)
Expected=2189422, Predicted=2189422 (err=0)
Expected=864224, Predicted=864224 (err=0)
Expected=1796361, Predicted=1796361 (err=0)
Expected=8049561, Predicted=8049561 (err=0)
Expected=9731843, Predicted=9731842 (err=1)
Expected=5392155, Predicted=5392155 (err=0)
Expected=8848056, Predicted=8848057 (err=-1)
Expected=3212693, Predicted=3212693 (err=0)
Expected=7469505, Predicted=7469505 (err=0)
Expected=7262768, Predicted=7262768 (err=0)
Expected=7142239, Predicted=7142239 (err=0)
Expected=803285, Predicted=803285 (err=0)
Expected=3969551, Predicted=3969551 (err=0)
Expected=6875588, Predicted=6875588 (err=0)
Expected=6785012, Predicted=6785012 (err=0)
Expected=3978762, Predicted=3978762 (err=0)
Expected=2390331, Predicted=2390331 (err=0)
Expected=8290697, Predicted=8290697 (err=0)
Expected=6259517, Predicted=6259517 (err=0)
Expected=6473469, Predicted=6473469 (err=0)
Expected=7117730, Predicted=7117730 (err=0)
Expected=2916356, Predicted=2916356 (err=0)
Expected=2810630, Predicted=2810630 (err=0)
Expected=398970, Predicted=398970 (err=0)
Expected=6197453, Predicted=6197453 (err=0)
Expected=4905865, Predicted=4905865 (err=0)
Expected=306899, Predicted=306899 (err=0)
Expected=2307365, Predicted=2307365 (err=0)
Expected=9043633, Predicted=9043633 (err=0)
Expected=2812750, Predicted=2812750 (err=0)
Expected=444069, Predicted=444069 (err=0)
Expected=4179888, Predicted=4179888 (err=0)
Expected=4158667, Predicted=4158667 (err=0)
Expected=1455505, Predicted=1455505 (err=0)
Expected=9688401, Predicted=9688401 (err=0)
