RMSE: 0.000000
generatedErrors : 	0
Accuracy :Accuracy :100.0%
Expected=4628825, Predicted=4628825 (err=0)
Expected=1774759, Predicted=1774759 (err=0)
Expected=7140120, Predicted=7140120 (err=0)
Expected=2133620, Predicted=2133620 (err=0)
Expected=5201319, Predicted=5201319 (err=0)
Expected=5985830, Predicted=5985830 (err=0)
Expected=414113, Predicted=414113 (err=0)
Expected=7003776, Predicted=7003776 (err=0)
Expected=2931363, Predicted=2931363 (err=0)
Expected=1882629, Predicted=1882629 (err=0)
Expected=9151914, Predicted=9151914 (err=0)
Expected=5942082, Predicted=5942082 (err=0)
Expected=896184, Predicted=896184 (err=0)
Expected=9526953, Predicted=9526953 (err=0)
Expected=1191665, Predicted=1191665 (err=0)
Expected=4365787, Predicted=4365787 (err=0)
Expected=2804765, Predicted=2804765 (err=0)
Expected=6584606, Predicted=6584606 (err=0)
Expected=1414305, Predicted=1414305 (err=0)
Expected=4497504, Predicted=4497504 (err=0)
Expected=4901677, Predicted=4901677 (err=0)
Expected=4856381, Predicted=4856381 (err=0)
Expected=4035695, Predicted=4035695 (err=0)
Expected=6238064, Predicted=6238064 (err=0)
Expected=8121216, Predicted=8121216 (err=0)
Expected=5309688, Predicted=5309688 (err=0)
Expected=8005422, Predicted=8005422 (err=0)
Expected=1368632, Predicted=1368632 (err=0)
Expected=6841749, Predicted=6841749 (err=0)
Expected=8837558, Predicted=8837558 (err=0)
Expected=4202111, Predicted=4202111 (err=0)
Expected=3313445, Predicted=3313445 (err=0)
Expected=1673218, Predicted=1673218 (err=0)
Expected=3790468, Predicted=3790468 (err=0)
Expected=6658417, Predicted=6658417 (err=0)
Expected=2230500, Predicted=2230500 (err=0)
Expected=4944616, Predicted=4944616 (err=0)
Expected=258835, Predicted=258835 (err=0)
Expected=8187978, Predicted=8187978 (err=0)
Expected=9882996, Predicted=9882996 (err=0)
Expected=5408402, Predicted=5408402 (err=0)
Expected=6377335, Predicted=6377335 (err=0)
Expected=323044, Predicted=323044 (err=0)
Expected=6575486, Predicted=6575486 (err=0)
Expected=1790955, Predicted=1790955 (err=0)
Expected=3554937, Predicted=3554937 (err=0)
Expected=7346673, Predicted=7346673 (err=0)
Expected=860301, Predicted=860301 (err=0)
Expected=8088891, Predicted=8088891 (err=0)
Expected=5348686, Predicted=5348686 (err=0)
Expected=3003900, Predicted=3003900 (err=0)
Expected=3897756, Predicted=3897756 (err=0)
Expected=401358, Predicted=401358 (err=0)
Expected=6140658, Predicted=6140658 (err=0)
Expected=6172546, Predicted=6172546 (err=0)
Expected=1654489, Predicted=1654489 (err=0)
Expected=6730408, Predicted=6730408 (err=0)
Expected=6832422, Predicted=6832422 (err=0)
Expected=3970148, Predicted=3970148 (err=0)
Expected=3762918, Predicted=3762918 (err=0)
Expected=6617941, Predicted=6617941 (err=0)
Expected=4413649, Predicted=4413649 (err=0)
Expected=1481104, Predicted=1481104 (err=0)
Expected=2329320, Predicted=2329320 (err=0)
Expected=7756402, Predicted=7756402 (err=0)
Expected=5030511, Predicted=5030511 (err=0)
Expected=6869885, Predicted=6869885 (err=0)
Expected=8197028, Predicted=8197028 (err=0)
Expected=1472293, Predicted=1472293 (err=0)
Expected=2603692, Predicted=2603692 (err=0)
Expected=8502770, Predicted=8502770 (err=0)
Expected=7169740, Predicted=7169740 (err=0)
Expected=9778330, Predicted=9778330 (err=0)
Expected=9861237, Predicted=9861237 (err=0)
Expected=9538376, Predicted=9538376 (err=0)
Expected=7627911, Predicted=7627911 (err=0)
Expected=7662, Predicted=7662 (err=0)
Expected=1329685, Predicted=1329685 (err=0)
Expected=7390585, Predicted=7390585 (err=0)
Expected=882900, Predicted=882900 (err=0)
Expected=657051, Predicted=657051 (err=0)
Expected=2234017, Predicted=2234017 (err=0)
Expected=279581, Predicted=279581 (err=0)
Expected=5924130, Predicted=5924130 (err=0)
Expected=7693459, Predicted=7693459 (err=0)
Expected=8124746, Predicted=8124746 (err=0)
Expected=1350218, Predicted=1350218 (err=0)
Expected=8024578, Predicted=8024578 (err=0)
Expected=8929383, Predicted=8929383 (err=0)
Expected=5026843, Predicted=5026843 (err=0)
Expected=5328870, Predicted=5328870 (err=0)
Expected=618081, Predicted=618081 (err=0)
Expected=5801439, Predicted=5801439 (err=0)
Expected=8680645, Predicted=8680645 (err=0)
Expected=4436157, Predicted=4436157 (err=0)
Expected=6236202, Predicted=6236202 (err=0)
Expected=662282, Predicted=662282 (err=0)
Expected=5854924, Predicted=5854924 (err=0)
Expected=1235245, Predicted=1235245 (err=0)
Expected=5310569, Predicted=5310569 (err=0)
Expected=8004974, Predicted=8004974 (err=0)
Expected=5354283, Predicted=5354283 (err=0)
Expected=3603023, Predicted=3603023 (err=0)
Expected=4046977, Predicted=4046977 (err=0)
Expected=8559501, Predicted=8559501 (err=0)
Expected=2111045, Predicted=2111045 (err=0)
Expected=3649918, Predicted=3649918 (err=0)
Expected=9536380, Predicted=9536380 (err=0)
Expected=4350139, Predicted=4350139 (err=0)
Expected=3970017, Predicted=3970017 (err=0)
Expected=119008, Predicted=119008 (err=0)
Expected=8479639, Predicted=8479639 (err=0)
Expected=7811096, Predicted=7811096 (err=0)
Expected=2255526, Predicted=2255526 (err=0)
Expected=9974716, Predicted=9974716 (err=0)
Expected=3536252, Predicted=3536252 (err=0)
Expected=5128965, Predicted=5128965 (err=0)
Expected=3819509, Predicted=3819509 (err=0)
Expected=2548788, Predicted=2548788 (err=0)
Expected=7957328, Predicted=7957328 (err=0)
Expected=6776090, Predicted=6776090 (err=0)
Expected=8094730, Predicted=8094730 (err=0)
Expected=608926, Predicted=608926 (err=0)
Expected=7705137, Predicted=7705137 (err=0)
Expected=8127652, Predicted=8127652 (err=0)
Expected=3096862, Predicted=3096862 (err=0)
Expected=1086716, Predicted=1086716 (err=0)
Expected=6773670, Predicted=6773670 (err=0)
Expected=1300409, Predicted=1300409 (err=0)
Expected=2929958, Predicted=2929958 (err=0)
Expected=8216388, Predicted=8216388 (err=0)
Expected=4236746, Predicted=4236746 (err=0)
Expected=9446798, Predicted=9446798 (err=0)
Expected=4048122, Predicted=4048122 (err=0)
Expected=7038635, Predicted=7038635 (err=0)
Expected=4995462, Predicted=4995462 (err=0)
Expected=7924063, Predicted=7924063 (err=0)
Expected=8169116, Predicted=8169116 (err=0)
Expected=9739376, Predicted=9739376 (err=0)
Expected=8325016, Predicted=8325016 (err=0)
Expected=3418819, Predicted=3418819 (err=0)
Expected=3965147, Predicted=3965147 (err=0)
Expected=7987828, Predicted=7987828 (err=0)
Expected=491531, Predicted=491531 (err=0)
Expected=1824950, Predicted=1824950 (err=0)
Expected=1334670, Predicted=1334670 (err=0)
Expected=4867931, Predicted=4867931 (err=0)
Expected=7310863, Predicted=7310863 (err=0)
Expected=5475321, Predicted=5475321 (err=0)
Expected=4600423, Predicted=4600423 (err=0)
Expected=1888376, Predicted=1888376 (err=0)
Expected=9023096, Predicted=9023096 (err=0)
Expected=58536, Predicted=58536 (err=0)
Expected=3871543, Predicted=3871543 (err=0)
Expected=4641525, Predicted=4641525 (err=0)
Expected=6927334, Predicted=6927334 (err=0)
Expected=53484, Predicted=53484 (err=0)
Expected=7215980, Predicted=7215980 (err=0)
Expected=4558140, Predicted=4558140 (err=0)
Expected=9784826, Predicted=9784826 (err=0)
Expected=4269823, Predicted=4269823 (err=0)
Expected=3286625, Predicted=3286625 (err=0)
Expected=9857219, Predicted=9857219 (err=0)
Expected=227193, Predicted=227193 (err=0)
Expected=4169038, Predicted=4169038 (err=0)
Expected=4341478, Predicted=4341478 (err=0)
Expected=3285765, Predicted=3285765 (err=0)
Expected=9533755, Predicted=9533755 (err=0)
Expected=6226551, Predicted=6226551 (err=0)
Expected=1195021, Predicted=1195021 (err=0)
Expected=6845056, Predicted=6845056 (err=0)
Expected=124029, Predicted=124029 (err=0)
Expected=1797146, Predicted=1797146 (err=0)
Expected=513268, Predicted=513268 (err=0)
Expected=4399627, Predicted=4399627 (err=0)
Expected=1208807, Predicted=1208807 (err=0)
Expected=7381122, Predicted=7381122 (err=0)
Expected=144773, Predicted=144773 (err=0)
Expected=6118785, Predicted=6118785 (err=0)
Expected=8660004, Predicted=8660004 (err=0)
Expected=7505522, Predicted=7505522 (err=0)
Expected=9360772, Predicted=9360772 (err=0)
Expected=9664117, Predicted=9664117 (err=0)
Expected=3189458, Predicted=3189458 (err=0)
Expected=2556799, Predicted=2556799 (err=0)
Expected=6746391, Predicted=6746391 (err=0)
Expected=4945764, Predicted=4945764 (err=0)
Expected=9729853, Predicted=9729853 (err=0)
Expected=576707, Predicted=576707 (err=0)
Expected=9262102, Predicted=9262102 (err=0)
Expected=1251260, Predicted=1251260 (err=0)
Expected=3015343, Predicted=3015343 (err=0)
Expected=3336615, Predicted=3336615 (err=0)
Expected=1470140, Predicted=1470140 (err=0)
Expected=2853207, Predicted=2853207 (err=0)
Expected=6033513, Predicted=6033513 (err=0)
Expected=5688786, Predicted=5688786 (err=0)
Expected=7024414, Predicted=7024414 (err=0)
Expected=1267578, Predicted=1267578 (err=0)
Expected=9743968, Predicted=9743968 (err=0)
Expected=3526868, Predicted=3526868 (err=0)
Expected=6362950, Predicted=6362950 (err=0)
Expected=2979625, Predicted=2979625 (err=0)
Expected=4216115, Predicted=4216115 (err=0)
Expected=9063597, Predicted=9063597 (err=0)
Expected=6791831, Predicted=6791831 (err=0)
Expected=3553720, Predicted=3553720 (err=0)
Expected=1693300, Predicted=1693300 (err=0)
Expected=6741274, Predicted=6741274 (err=0)
Expected=58320, Predicted=58320 (err=0)
Expected=8048749, Predicted=8048749 (err=0)
Expected=3443265, Predicted=3443265 (err=0)
Expected=3492402, Predicted=3492402 (err=0)
Expected=8802678, Predicted=8802678 (err=0)
Expected=1571874, Predicted=1571874 (err=0)
Expected=8562278, Predicted=8562278 (err=0)
Expected=6008740, Predicted=6008740 (err=0)
Expected=2162906, Predicted=2162906 (err=0)
Expected=149515, Predicted=149515 (err=0)
Expected=4526421, Predicted=4526421 (err=0)
Expected=7324965, Predicted=7324965 (err=0)
Expected=7554475, Predicted=7554475 (err=0)
Expected=9482387, Predicted=9482387 (err=0)
Expected=6082081, Predicted=6082081 (err=0)
Expected=6396376, Predicted=6396376 (err=0)
Expected=6211051, Predicted=6211051 (err=0)
Expected=4069523, Predicted=4069523 (err=0)
Expected=8175085, Predicted=8175085 (err=0)
Expected=9619375, Predicted=9619375 (err=0)
Expected=6845681, Predicted=6845681 (err=0)
Expected=1863693, Predicted=1863693 (err=0)
Expected=7586851, Predicted=7586851 (err=0)
Expected=972760, Predicted=972760 (err=0)
Expected=3360785, Predicted=3360785 (err=0)
Expected=7687332, Predicted=7687332 (err=0)
Expected=1750154, Predicted=1750154 (err=0)
Expected=4732923, Predicted=4732923 (err=0)
Expected=6158330, Predicted=6158330 (err=0)
Expected=628633, Predicted=628633 (err=0)
Expected=4943669, Predicted=4943669 (err=0)
Expected=2753218, Predicted=2753218 (err=0)
Expected=3608240, Predicted=3608240 (err=0)
Expected=8479091, Predicted=8479091 (err=0)
Expected=7732810, Predicted=7732810 (err=0)
Expected=7173255, Predicted=7173255 (err=0)
Expected=8806809, Predicted=8806809 (err=0)
Expected=2489542, Predicted=2489542 (err=0)
Expected=6830882, Predicted=6830882 (err=0)
Expected=9392047, Predicted=9392047 (err=0)
Expected=6377946, Predicted=6377946 (err=0)
Expected=6806077, Predicted=6806077 (err=0)
Expected=2371388, Predicted=2371388 (err=0)
Expected=4470424, Predicted=4470424 (err=0)
Expected=3893220, Predicted=3893220 (err=0)
Expected=1641917, Predicted=1641917 (err=0)
Expected=4729848, Predicted=4729848 (err=0)
Expected=3571194, Predicted=3571194 (err=0)
Expected=44912, Predicted=44912 (err=0)
Expected=3339829, Predicted=3339829 (err=0)
Expected=7097926, Predicted=7097926 (err=0)
Expected=3112979, Predicted=3112979 (err=0)
Expected=6187343, Predicted=6187343 (err=0)
Expected=9758666, Predicted=9758666 (err=0)
Expected=1278389, Predicted=1278389 (err=0)
Expected=1265134, Predicted=1265134 (err=0)
Expected=2711414, Predicted=2711414 (err=0)
Expected=8987875, Predicted=8987875 (err=0)
Expected=258793, Predicted=258793 (err=0)
Expected=2158592, Predicted=2158592 (err=0)
Expected=8318061, Predicted=8318061 (err=0)
Expected=1803624, Predicted=1803624 (err=0)
Expected=8942682, Predicted=8942682 (err=0)
Expected=4769825, Predicted=4769825 (err=0)
Expected=8328075, Predicted=8328075 (err=0)
Expected=9477581, Predicted=9477581 (err=0)
Expected=4876369, Predicted=4876369 (err=0)
Expected=9712828, Predicted=9712828 (err=0)
Expected=2797641, Predicted=2797641 (err=0)
Expected=6041261, Predicted=6041261 (err=0)
Expected=2636007, Predicted=2636007 (err=0)
Expected=8377327, Predicted=8377327 (err=0)
Expected=5853569, Predicted=5853569 (err=0)
Expected=6839900, Predicted=6839900 (err=0)
Expected=1786093, Predicted=1786093 (err=0)
Expected=8806955, Predicted=8806955 (err=0)
Expected=2495955, Predicted=2495955 (err=0)
Expected=4793432, Predicted=4793432 (err=0)
Expected=7499571, Predicted=7499571 (err=0)
Expected=1431282, Predicted=1431282 (err=0)
Expected=1931973, Predicted=1931973 (err=0)
Expected=2248924, Predicted=2248924 (err=0)
Expected=8052790, Predicted=8052790 (err=0)
Expected=9538241, Predicted=9538241 (err=0)
Expected=8272047, Predicted=8272047 (err=0)
Expected=2343853, Predicted=2343853 (err=0)
Expected=2051549, Predicted=2051549 (err=0)
Expected=26021, Predicted=26021 (err=0)
Expected=6378160, Predicted=6378160 (err=0)
Expected=7194600, Predicted=7194600 (err=0)
Expected=5205645, Predicted=5205645 (err=0)
Expected=7799531, Predicted=7799531 (err=0)
Expected=1140762, Predicted=1140762 (err=0)
Expected=6163298, Predicted=6163298 (err=0)
Expected=5206907, Predicted=5206907 (err=0)
Expected=3780304, Predicted=3780304 (err=0)
Expected=1887978, Predicted=1887978 (err=0)
Expected=8412619, Predicted=8412619 (err=0)
Expected=8262170, Predicted=8262170 (err=0)
Expected=673301, Predicted=673301 (err=0)
Expected=2600035, Predicted=2600035 (err=0)
Expected=33473, Predicted=33473 (err=0)
Expected=6078586, Predicted=6078586 (err=0)
Expected=8258708, Predicted=8258708 (err=0)
Expected=9573098, Predicted=9573098 (err=0)
Expected=5036547, Predicted=5036547 (err=0)
Expected=2478459, Predicted=2478459 (err=0)
Expected=3206188, Predicted=3206188 (err=0)
Expected=8843659, Predicted=8843659 (err=0)
Expected=4628407, Predicted=4628407 (err=0)
Expected=2592802, Predicted=2592802 (err=0)
Expected=9406974, Predicted=9406974 (err=0)
Expected=8535321, Predicted=8535321 (err=0)
Expected=7568542, Predicted=7568542 (err=0)
Expected=1396167, Predicted=1396167 (err=0)
Expected=778895, Predicted=778895 (err=0)
Expected=3373196, Predicted=3373196 (err=0)
Expected=9175993, Predicted=9175993 (err=0)
Expected=7613884, Predicted=7613884 (err=0)
Expected=2569270, Predicted=2569270 (err=0)
Expected=7950507, Predicted=7950507 (err=0)
Expected=752855, Predicted=752855 (err=0)
Expected=5854479, Predicted=5854479 (err=0)
Expected=5819924, Predicted=5819924 (err=0)
Expected=7250939, Predicted=7250939 (err=0)
Expected=5195016, Predicted=5195016 (err=0)
Expected=8609716, Predicted=8609716 (err=0)
Expected=78028, Predicted=78028 (err=0)
Expected=1634003, Predicted=1634003 (err=0)
Expected=3580213, Predicted=3580213 (err=0)
Expected=9937491, Predicted=9937491 (err=0)
Expected=6297294, Predicted=6297294 (err=0)
Expected=8695296, Predicted=8695296 (err=0)
Expected=115959, Predicted=115959 (err=0)
Expected=6764656, Predicted=6764656 (err=0)
Expected=6492481, Predicted=6492481 (err=0)
Expected=2262469, Predicted=2262469 (err=0)
Expected=7108338, Predicted=7108338 (err=0)
Expected=4973533, Predicted=4973533 (err=0)
Expected=5194334, Predicted=5194334 (err=0)
Expected=7335623, Predicted=7335623 (err=0)
Expected=732368, Predicted=732368 (err=0)
Expected=4627533, Predicted=4627533 (err=0)
Expected=8085994, Predicted=8085994 (err=0)
Expected=9941629, Predicted=9941629 (err=0)
Expected=9811956, Predicted=9811956 (err=0)
Expected=8597201, Predicted=8597201 (err=0)
Expected=8362125, Predicted=8362125 (err=0)
Expected=8708349, Predicted=8708349 (err=0)
Expected=9247217, Predicted=9247217 (err=0)
Expected=4592265, Predicted=4592265 (err=0)
Expected=6075365, Predicted=6075365 (err=0)
Expected=8537996, Predicted=8537996 (err=0)
Expected=6114314, Predicted=6114314 (err=0)
Expected=4487063, Predicted=4487063 (err=0)
Expected=1053462, Predicted=1053462 (err=0)
Expected=3316675, Predicted=3316675 (err=0)
Expected=1670619, Predicted=1670619 (err=0)
Expected=3530950, Predicted=3530950 (err=0)
Expected=521716, Predicted=521716 (err=0)
Expected=7032808, Predicted=7032808 (err=0)
Expected=428494, Predicted=428494 (err=0)
Expected=4458311, Predicted=4458311 (err=0)
Expected=1509662, Predicted=1509662 (err=0)
Expected=1208740, Predicted=1208740 (err=0)
Expected=9772411, Predicted=9772411 (err=0)
Expected=551303, Predicted=551303 (err=0)
Expected=6099795, Predicted=6099795 (err=0)
Expected=3148392, Predicted=3148392 (err=0)
Expected=1914464, Predicted=1914464 (err=0)
Expected=9916776, Predicted=9916776 (err=0)
Expected=3552625, Predicted=3552625 (err=0)
Expected=7184985, Predicted=7184985 (err=0)
Expected=5607043, Predicted=5607043 (err=0)
Expected=2025318, Predicted=2025318 (err=0)
Expected=3124092, Predicted=3124092 (err=0)
Expected=1226092, Predicted=1226092 (err=0)
Expected=868208, Predicted=868208 (err=0)
Expected=9359089, Predicted=9359089 (err=0)
Expected=8190125, Predicted=8190125 (err=0)
Expected=1888192, Predicted=1888192 (err=0)
Expected=2651702, Predicted=2651702 (err=0)
Expected=6374412, Predicted=6374412 (err=0)
Expected=1264757, Predicted=1264757 (err=0)
Expected=6908186, Predicted=6908186 (err=0)
Expected=1104789, Predicted=1104789 (err=0)
Expected=924900, Predicted=924900 (err=0)
Expected=6710340, Predicted=6710340 (err=0)
Expected=7093924, Predicted=7093924 (err=0)
Expected=5516812, Predicted=5516812 (err=0)
Expected=254718, Predicted=254718 (err=0)
Expected=9418236, Predicted=9418236 (err=0)
Expected=8194955, Predicted=8194955 (err=0)
Expected=1361466, Predicted=1361466 (err=0)
Expected=9918388, Predicted=9918388 (err=0)
Expected=8183074, Predicted=8183074 (err=0)
Expected=1271045, Predicted=1271045 (err=0)
Expected=9257880, Predicted=9257880 (err=0)
Expected=8262112, Predicted=8262112 (err=0)
Expected=5660568, Predicted=5660568 (err=0)
Expected=3232155, Predicted=3232155 (err=0)
Expected=4812623, Predicted=4812623 (err=0)
Expected=1579570, Predicted=1579570 (err=0)
Expected=4731144, Predicted=4731144 (err=0)
Expected=5787744, Predicted=5787744 (err=0)
Expected=8048930, Predicted=8048930 (err=0)
Expected=549180, Predicted=549180 (err=0)
Expected=1857784, Predicted=1857784 (err=0)
Expected=6332500, Predicted=6332500 (err=0)
Expected=8010861, Predicted=8010861 (err=0)
Expected=9205226, Predicted=9205226 (err=0)
Expected=61676, Predicted=61676 (err=0)
Expected=7373147, Predicted=7373147 (err=0)
Expected=3906002, Predicted=3906002 (err=0)
Expected=2879875, Predicted=2879875 (err=0)
Expected=6976484, Predicted=6976484 (err=0)
Expected=853747, Predicted=853747 (err=0)
Expected=656599, Predicted=656599 (err=0)
Expected=4008804, Predicted=4008804 (err=0)
Expected=9016263, Predicted=9016263 (err=0)
Expected=8893725, Predicted=8893725 (err=0)
Expected=9445193, Predicted=9445193 (err=0)
Expected=5207982, Predicted=5207982 (err=0)
Expected=3227644, Predicted=3227644 (err=0)
Expected=6206468, Predicted=6206468 (err=0)
Expected=7338164, Predicted=7338164 (err=0)
Expected=1032113, Predicted=1032113 (err=0)
Expected=7975328, Predicted=7975328 (err=0)
Expected=2438294, Predicted=2438294 (err=0)
Expected=4076869, Predicted=4076869 (err=0)
Expected=3236234, Predicted=3236234 (err=0)
Expected=8477915, Predicted=8477915 (err=0)
Expected=603636, Predicted=603636 (err=0)
Expected=159614, Predicted=159614 (err=0)
Expected=8994708, Predicted=8994708 (err=0)
Expected=7065076, Predicted=7065076 (err=0)
Expected=3527200, Predicted=3527200 (err=0)
Expected=5981962, Predicted=5981962 (err=0)
Expected=5124379, Predicted=5124379 (err=0)
Expected=6274628, Predicted=6274628 (err=0)
Expected=486948, Predicted=486948 (err=0)
Expected=5568821, Predicted=5568821 (err=0)
Expected=8967428, Predicted=8967428 (err=0)
Expected=5074043, Predicted=5074043 (err=0)
Expected=3203866, Predicted=3203866 (err=0)
Expected=1327464, Predicted=1327464 (err=0)
Expected=333108, Predicted=333108 (err=0)
Expected=3354278, Predicted=3354278 (err=0)
Expected=4385814, Predicted=4385814 (err=0)
Expected=3261310, Predicted=3261310 (err=0)
Expected=7531980, Predicted=7531980 (err=0)
Expected=5187531, Predicted=5187531 (err=0)
Expected=8372150, Predicted=8372150 (err=0)
Expected=119354, Predicted=119354 (err=0)
Expected=1535833, Predicted=1535833 (err=0)
Expected=2647429, Predicted=2647429 (err=0)
Expected=5078879, Predicted=5078879 (err=0)
Expected=1923516, Predicted=1923516 (err=0)
Expected=4091154, Predicted=4091154 (err=0)
Expected=5902071, Predicted=5902071 (err=0)
Expected=825744, Predicted=825744 (err=0)
Expected=8567889, Predicted=8567889 (err=0)
Expected=4701634, Predicted=4701634 (err=0)
Expected=2415963, Predicted=2415963 (err=0)
Expected=2927711, Predicted=2927711 (err=0)
Expected=7598554, Predicted=7598554 (err=0)
Expected=8099035, Predicted=8099035 (err=0)
Expected=4904, Predicted=4904 (err=0)
Expected=1202828, Predicted=1202828 (err=0)
Expected=2281894, Predicted=2281894 (err=0)
Expected=1836621, Predicted=1836621 (err=0)
Expected=8568017, Predicted=8568017 (err=0)
Expected=2016916, Predicted=2016916 (err=0)
Expected=7240496, Predicted=7240496 (err=0)
Expected=619840, Predicted=619840 (err=0)
Expected=6451764, Predicted=6451764 (err=0)
Expected=8576764, Predicted=8576764 (err=0)
Expected=4415925, Predicted=4415925 (err=0)
Expected=1836422, Predicted=1836422 (err=0)
Expected=1574015, Predicted=1574015 (err=0)
Expected=3802973, Predicted=3802973 (err=0)
Expected=8318975, Predicted=8318975 (err=0)
Expected=3093156, Predicted=3093156 (err=0)
Expected=2017554, Predicted=2017554 (err=0)
Expected=6996395, Predicted=6996395 (err=0)
Expected=2248629, Predicted=2248629 (err=0)
Expected=8968453, Predicted=8968453 (err=0)
Expected=8451980, Predicted=8451980 (err=0)
Expected=2112991, Predicted=2112991 (err=0)
Expected=9574621, Predicted=9574621 (err=0)
Expected=4046494, Predicted=4046494 (err=0)
Expected=2408706, Predicted=2408706 (err=0)
Expected=8907863, Predicted=8907863 (err=0)
Expected=9027645, Predicted=9027645 (err=0)
Expected=3476630, Predicted=3476630 (err=0)
Expected=5875863, Predicted=5875863 (err=0)
Expected=4516944, Predicted=4516944 (err=0)
Expected=9910538, Predicted=9910538 (err=0)
Expected=2850812, Predicted=2850812 (err=0)
Expected=3061458, Predicted=3061458 (err=0)
Expected=7244196, Predicted=7244196 (err=0)
Expected=1834044, Predicted=1834044 (err=0)
Expected=6774914, Predicted=6774914 (err=0)
Expected=6420423, Predicted=6420423 (err=0)
Expected=8990130, Predicted=8990130 (err=0)
Expected=6805663, Predicted=6805663 (err=0)
Expected=8275103, Predicted=8275103 (err=0)
Expected=701561, Predicted=701561 (err=0)
Expected=471824, Predicted=471824 (err=0)
Expected=6381104, Predicted=6381104 (err=0)
Expected=3708202, Predicted=3708202 (err=0)
Expected=8597127, Predicted=8597127 (err=0)
Expected=3772270, Predicted=3772270 (err=0)
Expected=3733271, Predicted=3733271 (err=0)
Expected=7987111, Predicted=7987111 (err=0)
