RMSE: 48.187011
generatedErrors : 39
Accuracy :Accuracy :84.4%
Expected=2254258, Predicted=2254258 (err=0)
Expected=3033053, Predicted=3033053 (err=0)
Expected=1536817, Predicted=1536817 (err=0)
Expected=9244735, Predicted=9244735 (err=0)
Expected=4283124, Predicted=4283124 (err=0)
Expected=544574, Predicted=544574 (err=0)
Expected=1182014, Predicted=1182014 (err=0)
Expected=1396438, Predicted=1396438 (err=0)
Expected=280023, Predicted=280023 (err=0)
Expected=7600059, Predicted=7600059 (err=0)
Expected=244276, Predicted=244325 (err=-49)
Expected=4717698, Predicted=4717698 (err=0)
Expected=4186910, Predicted=4186910 (err=0)
Expected=4507061, Predicted=4507061 (err=0)
Expected=1836915, Predicted=1836915 (err=0)
Expected=3097245, Predicted=3097245 (err=0)
Expected=5778457, Predicted=5778457 (err=0)
Expected=4870163, Predicted=4870163 (err=0)
Expected=1166275, Predicted=1166275 (err=0)
Expected=2809686, Predicted=2809686 (err=0)
Expected=2678072, Predicted=2678072 (err=0)
Expected=4281816, Predicted=4281816 (err=0)
Expected=8847975, Predicted=8847975 (err=0)
Expected=2821005, Predicted=2821005 (err=0)
Expected=4578745, Predicted=4578745 (err=0)
Expected=4940769, Predicted=4940769 (err=0)
Expected=7628628, Predicted=7628628 (err=0)
Expected=5402294, Predicted=5402294 (err=0)
Expected=8329782, Predicted=8329781 (err=1)
Expected=7948559, Predicted=7948559 (err=0)
Expected=1915802, Predicted=1915802 (err=0)
Expected=396523, Predicted=396523 (err=0)
Expected=5234575, Predicted=5234575 (err=0)
Expected=6485353, Predicted=6485353 (err=0)
Expected=5760331, Predicted=5760331 (err=0)
Expected=7061844, Predicted=7061844 (err=0)
Expected=3154777, Predicted=3154777 (err=0)
Expected=4335583, Predicted=4335583 (err=0)
Expected=1824719, Predicted=1824719 (err=0)
Expected=4252323, Predicted=4252323 (err=0)
Expected=8558326, Predicted=8558326 (err=0)
Expected=3507965, Predicted=3507965 (err=0)
Expected=7241979, Predicted=7241980 (err=-1)
Expected=349270, Predicted=349275 (err=-5)
Expected=3781149, Predicted=3781149 (err=0)
Expected=299717, Predicted=300475 (err=-758)
Expected=6665846, Predicted=6665846 (err=0)
Expected=2457221, Predicted=2457221 (err=0)
Expected=592673, Predicted=592673 (err=0)
Expected=2688173, Predicted=2688173 (err=0)
Expected=7477077, Predicted=7477077 (err=0)
Expected=8494461, Predicted=8494461 (err=0)
Expected=7158252, Predicted=7158253 (err=-1)
Expected=9138586, Predicted=9138586 (err=0)
Expected=3701050, Predicted=3701050 (err=0)
Expected=8667102, Predicted=8667102 (err=0)
Expected=7563925, Predicted=7563925 (err=0)
Expected=3744604, Predicted=3744604 (err=0)
Expected=8789507, Predicted=8789507 (err=0)
Expected=515066, Predicted=515066 (err=0)
Expected=6625290, Predicted=6625290 (err=0)
Expected=9661093, Predicted=9661093 (err=0)
Expected=5389611, Predicted=5389611 (err=0)
Expected=7152117, Predicted=7152117 (err=0)
Expected=986251, Predicted=986251 (err=0)
Expected=5009777, Predicted=5009777 (err=0)
Expected=2108617, Predicted=2108617 (err=0)
Expected=3558980, Predicted=3558980 (err=0)
Expected=795915, Predicted=795915 (err=0)
Expected=5140315, Predicted=5140315 (err=0)
Expected=1186601, Predicted=1186601 (err=0)
Expected=1282554, Predicted=1282554 (err=0)
Expected=5207038, Predicted=5207038 (err=0)
Expected=4997594, Predicted=4997594 (err=0)
Expected=2654280, Predicted=2654280 (err=0)
Expected=6982212, Predicted=6982212 (err=0)
Expected=9478133, Predicted=9478133 (err=0)
Expected=4233867, Predicted=4233867 (err=0)
Expected=2187601, Predicted=2187601 (err=0)
Expected=142276, Predicted=142276 (err=0)
Expected=9407276, Predicted=9407276 (err=0)
Expected=636134, Predicted=636134 (err=0)
Expected=9908355, Predicted=9908355 (err=0)
Expected=3650561, Predicted=3650561 (err=0)
Expected=9567721, Predicted=9567721 (err=0)
Expected=7731822, Predicted=7731822 (err=0)
Expected=2877580, Predicted=2877580 (err=0)
Expected=8537485, Predicted=8537485 (err=0)
Expected=627861, Predicted=627861 (err=0)
Expected=6341265, Predicted=6341264 (err=1)
Expected=3362280, Predicted=3362280 (err=0)
Expected=5820535, Predicted=5820535 (err=0)
Expected=1661370, Predicted=1661370 (err=0)
Expected=3452110, Predicted=3452110 (err=0)
Expected=9619766, Predicted=9619766 (err=0)
Expected=7263698, Predicted=7263698 (err=0)
Expected=9922202, Predicted=9922202 (err=0)
Expected=3256771, Predicted=3256772 (err=-1)
Expected=8260275, Predicted=8260275 (err=0)
Expected=1751948, Predicted=1751948 (err=0)
Expected=6544130, Predicted=6544131 (err=-1)
Expected=4967276, Predicted=4967276 (err=0)
Expected=8457519, Predicted=8457519 (err=0)
Expected=8385252, Predicted=8385252 (err=0)
Expected=288572, Predicted=288553 (err=19)
Expected=5458395, Predicted=5458395 (err=0)
Expected=6749889, Predicted=6749889 (err=0)
Expected=4720299, Predicted=4720299 (err=0)
Expected=303550, Predicted=303545 (err=5)
Expected=2633441, Predicted=2633441 (err=0)
Expected=3369755, Predicted=3369755 (err=0)
Expected=5498577, Predicted=5498577 (err=0)
Expected=9451286, Predicted=9451286 (err=0)
Expected=2267326, Predicted=2267326 (err=0)
Expected=5689081, Predicted=5689081 (err=0)
Expected=7201460, Predicted=7201461 (err=-1)
Expected=3574047, Predicted=3574047 (err=0)
Expected=4471723, Predicted=4471723 (err=0)
